@relation finalcensus_1

@attribute DIVISION numeric
@attribute ACCESS numeric
@attribute ACR numeric
@attribute BDSP numeric
@attribute ELEP numeric
@attribute GASP numeric
@attribute RNTPRange {low,medium,high}
@attribute FINCP numeric
@attribute ST numeric

@data
5,1,1,3,0,0,low,1,42
7,1,1,4,0,0,medium,2,37
9,1,1,4,0,0,medium,1,5
5,1,1,3,0,0,low,1,34
6,1,1,4,0,0,low,1,18
7,1,0,2,2,0,low,2,37
1,1,0,2,0,0,low,2,22
5,1,0,0,0,0,low,2,34
3,1,1,2,0,0,low,1,15
3,1,0,1,0,0,low,1,14
5,1,0,3,0,0,medium,1,21
3,1,0,2,0,0,low,1,14
3,1,1,5,0,0,low,2,43
3,1,0,2,0,0,low,2,29
7,1,1,3,1,0,medium,2,37
9,1,1,2,0,0,medium,2,5
3,1,1,3,1,0,low,1,43
8,3,0,2,0,0,low,2,6
7,1,1,3,1,1,medium,1,37
5,1,1,3,0,1,medium,2,10
9,1,1,1,0,0,low,1,5
9,1,1,3,0,0,low,2,5
5,1,0,2,0,0,low,2,10
3,1,0,2,1,0,low,2,14
5,1,2,3,0,0,medium,2,10
7,1,1,3,0,0,low,2,37
7,1,0,3,1,0,low,2,37
6,1,2,3,0,0,medium,1,36
9,3,1,2,0,0,low,2,5
9,3,0,2,0,0,low,2,5
7,3,1,1,0,0,low,1,37
9,1,1,3,0,0,medium,2,5
7,1,1,3,0,0,low,1,37
3,1,0,2,0,0,low,1,29
9,1,0,2,0,0,low,2,5
1,1,0,2,1,0,low,1,33
3,1,1,4,0,0,low,1,29
5,1,1,3,0,0,low,1,42
5,3,0,2,0,0,low,2,40
3,1,1,4,0,0,low,1,29
3,1,1,2,0,0,low,1,14
4,2,1,3,0,0,low,2,17
9,1,1,5,0,0,medium,2,5
9,1,1,4,1,0,low,1,5
9,1,1,3,1,0,medium,2,5
3,3,0,3,0,0,low,2,14
5,1,1,3,0,0,low,1,40
3,1,1,4,0,0,low,1,43
9,1,0,2,0,0,low,1,31
5,1,1,3,0,0,low,1,10
7,1,0,2,0,0,medium,1,37
8,1,1,3,0,0,low,2,3
8,1,1,4,0,0,high,1,3
3,3,2,2,0,0,low,1,23
6,1,1,3,1,0,low,2,1
3,1,0,2,0,0,low,2,15
9,1,2,4,2,0,medium,1,2
9,1,2,10,0,0,low,2,5
6,1,1,2,0,0,low,1,1
7,2,0,2,0,0,low,2,4
9,1,1,3,1,1,low,1,2
3,1,1,2,0,0,low,2,15
8,3,1,2,1,1,low,1,6
7,1,1,2,1,0,low,1,37
6,3,1,2,0,0,low,2,36
5,1,2,3,1,0,low,1,34
5,1,0,2,0,1,low,2,11
5,3,1,4,2,0,low,2,10
9,1,2,4,0,0,high,2,5
3,1,0,2,0,1,low,1,23
7,3,1,3,0,0,low,2,19
6,2,1,4,0,0,low,2,18
3,2,0,3,0,0,low,2,14
7,1,1,5,0,0,medium,2,19
2,1,2,2,0,0,low,2,32
5,3,2,2,0,0,low,1,10
9,1,2,3,1,0,low,2,31
7,1,0,1,0,0,low,1,37
5,1,2,3,0,0,low,2,34
7,2,0,3,0,0,low,2,37
5,1,1,3,0,0,low,2,40
6,1,0,1,0,0,low,2,36
9,1,1,3,0,0,medium,1,41
6,1,1,3,0,0,low,1,1
5,1,1,3,0,0,low,1,11
6,1,0,2,0,0,low,1,36
1,1,0,2,1,0,low,1,33
9,3,1,3,1,0,medium,2,41
5,3,1,3,0,0,low,2,27
9,1,0,1,2,0,low,1,5
9,1,3,3,0,0,low,1,5
2,3,2,3,0,0,low,2,32
7,1,1,3,0,0,low,2,37
9,3,0,2,0,0,low,2,5
2,1,0,2,1,0,low,1,32
9,1,1,4,1,0,medium,1,5
6,3,0,2,0,0,low,1,18
5,3,0,2,0,2,low,1,34
6,1,0,4,0,0,medium,1,18
6,1,1,3,0,0,low,1,18
7,3,0,1,0,0,low,1,37
3,3,1,3,0,0,low,2,23
1,3,1,4,1,0,low,1,20
9,1,0,2,0,0,low,2,5
6,3,1,3,1,0,low,2,36
5,3,1,3,0,0,low,1,10
7,1,1,3,0,0,low,1,37
3,1,1,3,0,0,medium,2,14
6,1,0,1,0,0,low,2,18
4,1,1,1,1,0,low,1,16
5,2,1,3,0,0,low,1,10
6,1,1,2,0,0,low,1,18
9,1,0,1,1,0,medium,2,5
2,1,0,2,0,0,low,2,32
5,1,1,3,0,0,low,2,27
9,3,0,2,0,0,low,2,5
9,3,1,1,1,0,low,1,41
7,1,0,2,0,0,low,2,37
9,3,1,3,0,0,medium,1,5
9,1,1,3,0,0,medium,2,5
9,1,0,3,0,0,high,2,5
6,1,1,3,0,0,medium,2,25
2,3,1,3,0,0,low,1,32
3,1,1,2,0,1,high,1,14
8,1,1,4,1,0,high,1,3
5,3,1,3,0,0,low,2,40
9,3,1,4,1,0,medium,1,5
3,1,1,3,0,0,medium,1,14
3,1,1,3,1,0,low,2,29
7,3,1,1,0,0,low,1,4
3,3,1,3,1,0,low,1,29
5,1,0,2,0,0,medium,1,9
2,3,0,1,1,0,low,2,32
3,2,0,2,0,0,low,1,23
3,1,1,3,0,0,low,2,23
8,3,1,4,1,0,low,2,3
6,1,1,3,0,0,low,1,25
9,1,1,2,0,0,low,1,41
3,3,2,2,1,0,low,1,29
3,1,0,2,2,0,low,2,15
5,3,1,3,0,0,low,2,11
4,1,1,2,1,0,low,1,35
9,1,1,2,0,0,low,2,31
5,1,0,2,0,0,low,1,10
5,1,1,4,0,0,medium,2,10
5,1,0,2,0,0,low,2,10
4,3,1,2,1,0,low,2,35
8,1,1,3,2,0,low,2,3
3,3,0,3,0,0,low,1,14
7,3,1,3,0,0,low,2,37
9,1,1,2,0,0,low,1,41
1,1,0,2,0,0,medium,2,22
6,3,0,2,1,0,low,1,1
9,1,0,19,0,0,low,1,12
9,2,1,3,0,0,low,2,5
5,1,0,1,0,0,low,2,10
5,3,1,3,0,0,low,2,11
6,1,0,2,1,0,low,1,36
9,1,2,2,1,1,low,2,31
9,1,1,4,0,0,high,1,5
6,1,1,3,0,0,low,2,25
3,1,1,2,1,0,low,2,29
3,1,1,4,0,0,low,1,29
9,1,0,3,0,0,low,2,31
3,1,1,2,2,0,low,1,23
1,3,1,2,0,0,low,2,22
8,1,1,3,0,0,low,1,3
6,1,2,3,0,0,low,1,25
6,1,0,3,0,0,low,2,18
3,1,1,4,0,1,low,1,29
5,1,0,2,0,0,low,2,10
3,1,1,3,0,0,low,2,29
5,1,2,3,0,0,low,1,10
9,3,0,2,0,0,low,1,5
3,1,0,2,1,0,low,1,29
4,1,1,3,0,0,low,1,16
9,1,1,2,0,0,low,1,41
6,3,1,2,0,0,low,2,25
5,2,0,1,0,1,low,2,27
1,1,0,3,0,0,low,2,7
7,1,1,3,0,0,low,2,37
2,1,1,2,0,0,low,1,32
3,3,2,3,1,0,low,1,29
6,1,1,3,0,0,low,1,1
7,2,2,4,0,0,low,2,4
5,1,0,2,0,0,medium,2,10
7,1,1,2,0,0,low,1,30
5,3,1,2,1,0,low,1,10
5,1,0,2,0,0,low,1,10
6,3,1,2,1,0,low,1,18
5,3,0,2,0,0,low,1,34
6,3,1,3,0,0,low,1,36
9,3,0,2,0,0,low,1,41
6,1,1,2,0,0,low,2,18
7,1,0,2,1,0,medium,1,37
9,1,0,1,0,0,low,2,5
5,1,1,3,0,0,medium,2,10
2,1,1,3,0,0,low,1,32
5,2,1,4,0,0,low,2,21
7,2,0,1,0,0,low,1,37
5,1,1,3,0,0,low,1,10
9,1,0,2,0,0,medium,2,5
7,1,1,3,2,0,low,1,4
3,1,1,3,1,0,low,1,14
1,1,1,3,0,0,medium,2,22
7,1,1,3,0,0,medium,2,37
5,1,0,2,0,0,low,1,27
3,1,1,2,0,0,low,2,23
8,1,1,3,1,0,low,2,38
5,1,0,2,1,0,medium,1,10
5,1,1,5,0,0,medium,2,40
1,3,1,3,0,0,low,1,7
4,1,1,3,0,0,low,2,16
3,1,1,2,1,0,low,1,23
7,1,1,3,0,0,low,1,37
1,3,0,1,0,0,low,1,7
5,2,1,3,0,0,low,2,11
2,2,1,1,0,0,low,1,32
9,1,0,2,1,0,medium,2,5
3,1,0,2,1,0,low,1,29
4,2,1,1,0,0,low,1,17
5,1,1,3,0,0,low,2,11
5,2,0,1,2,0,low,1,10
3,1,0,1,1,0,low,2,14
3,1,1,5,0,0,low,2,23
8,1,0,1,0,0,low,1,6
5,1,1,3,0,0,medium,1,21
2,1,1,3,0,0,low,1,32
1,3,1,3,0,0,medium,1,7
2,1,1,2,0,0,low,1,32
7,3,1,2,0,1,low,1,37
7,1,1,4,0,0,medium,1,37
7,1,0,2,1,0,low,1,37
6,3,0,2,1,0,low,1,18
3,3,0,2,0,0,low,2,23
7,1,1,3,1,0,medium,1,19
3,3,2,4,0,0,low,2,15
9,1,1,3,0,0,medium,2,5
5,1,0,3,0,0,low,2,40
5,1,0,1,0,0,low,1,10
3,1,1,3,0,0,medium,2,14
5,1,0,1,0,0,medium,2,21
5,1,0,1,0,0,low,2,10
9,1,0,2,0,0,medium,2,5
9,2,1,3,1,0,low,1,5
3,1,0,2,0,0,low,1,14
5,1,0,3,0,0,medium,1,40
4,1,1,5,1,1,medium,1,28
9,3,1,3,1,0,medium,2,5
9,3,1,1,1,1,low,1,5
5,1,1,2,0,0,medium,2,10
5,1,0,2,0,0,low,1,27
7,1,0,1,0,0,low,1,37
5,3,2,3,1,0,low,1,27
9,1,0,2,0,0,medium,2,5
5,1,1,3,1,0,low,2,34
7,1,1,4,0,0,medium,2,30
3,1,1,3,0,0,low,1,23
3,1,0,2,0,0,low,1,43
5,1,0,2,0,0,low,2,10
9,3,1,2,0,0,low,2,5
9,3,0,2,0,0,low,1,41
9,3,0,0,0,0,medium,1,5
5,1,1,2,0,0,low,2,34
6,1,1,3,0,0,low,1,18
9,1,0,2,0,0,low,2,31
9,1,0,2,0,0,low,1,5
7,1,1,3,1,0,low,2,30
9,1,1,5,0,0,medium,1,41
3,1,0,1,0,0,low,2,29
3,1,1,3,0,0,low,1,29
5,1,0,3,0,0,medium,2,40
7,1,0,3,0,0,low,1,37
7,3,1,3,0,0,medium,2,37
9,1,2,3,1,0,medium,2,5
7,1,1,3,1,0,low,2,37
6,3,1,2,0,0,low,2,18
7,1,0,2,0,0,low,1,37
9,3,0,2,1,0,medium,2,5
7,3,0,2,0,0,low,1,37
5,2,1,3,0,0,low,1,27
3,1,0,2,1,0,high,1,29
1,1,0,2,0,0,medium,2,22
7,1,1,2,0,0,low,2,37
8,1,0,0,1,0,low,1,44
2,1,0,1,0,0,low,2,32
7,1,1,3,0,0,low,2,37
5,1,1,3,0,0,medium,1,27
9,1,0,3,0,0,medium,2,31
4,3,2,4,0,0,low,1,17
6,1,2,4,0,0,medium,2,18
5,3,0,2,0,0,low,1,10
3,3,0,2,1,0,low,2,29
7,1,1,3,0,0,low,2,19
2,3,1,2,0,0,low,2,32
4,3,3,2,0,0,low,1,35
3,2,0,3,1,0,low,1,43
7,1,1,3,0,0,medium,1,37
3,3,0,0,0,0,low,2,14
5,1,1,2,0,0,low,1,42
3,3,1,2,0,0,low,1,23
5,1,0,3,1,0,medium,2,34
6,1,1,3,0,0,medium,2,36
3,1,1,3,1,0,low,1,29
8,1,1,4,0,0,low,2,13
9,3,1,3,0,0,low,2,5
3,1,1,1,0,0,low,1,14
9,3,1,4,1,0,medium,2,5
6,1,1,3,0,0,low,1,1
5,1,1,4,0,0,low,1,11
7,1,1,4,0,0,medium,1,37
5,1,1,3,0,0,high,1,40
9,1,1,2,0,0,low,2,5
8,1,1,3,0,0,low,2,6
7,1,1,4,1,0,medium,1,37
5,3,3,3,1,0,low,1,10
5,1,1,2,0,0,low,2,11
6,1,1,3,0,0,low,1,36
5,3,1,2,0,0,low,2,10
5,3,2,4,0,0,low,2,40
9,2,0,1,0,0,low,2,5
5,1,0,4,0,0,low,1,21
9,3,1,1,0,0,low,2,5
5,1,0,2,2,0,low,1,27
9,1,0,1,0,0,low,2,5
5,1,2,4,0,0,low,1,27
5,3,0,2,0,0,low,1,27
3,3,0,2,0,0,medium,2,14
9,1,0,2,0,0,low,1,41
3,1,0,2,1,0,low,1,14
6,1,1,2,0,0,low,1,18
6,3,1,2,0,0,low,2,18
2,1,0,2,0,0,low,2,32
6,1,1,4,1,0,medium,2,36
5,3,1,2,0,0,low,1,27
9,1,1,3,0,0,medium,2,5
7,1,0,2,0,0,low,2,37
9,1,1,3,0,0,medium,1,5
5,1,1,3,0,0,low,1,27
9,1,1,4,0,0,high,1,5
3,3,0,3,0,0,medium,1,14
3,1,0,2,0,0,medium,2,14
5,1,0,2,2,0,low,1,40
5,1,0,2,1,0,low,2,11
9,1,1,2,0,0,medium,1,12
3,1,1,4,0,0,low,2,14
7,1,2,3,0,0,low,1,37
9,1,0,1,1,0,medium,1,5
8,1,1,3,0,0,medium,2,13
5,3,0,2,0,0,low,2,10
5,3,0,2,0,0,low,2,27
9,1,1,3,1,0,low,2,5
5,3,1,3,1,0,low,2,11
5,1,0,2,0,1,low,1,40
5,3,2,2,0,0,low,2,27
7,3,1,3,0,0,low,1,37
3,1,1,4,0,0,low,1,14
7,1,0,2,0,0,low,1,37
5,1,0,2,0,0,low,2,11
3,1,0,2,2,0,low,1,29
3,1,0,3,0,0,low,2,43
9,1,0,3,1,0,medium,2,5
3,1,0,2,0,0,low,1,29
5,3,2,3,0,0,low,2,11
5,1,1,3,0,0,low,2,42
3,1,0,2,1,0,low,1,23
5,1,0,2,0,0,low,1,27
5,1,0,2,0,0,medium,1,40
9,1,1,4,0,0,high,2,5
3,3,0,2,1,0,low,2,29
7,1,2,1,0,0,low,2,19
5,1,1,2,1,0,low,2,34
7,3,0,2,0,0,low,2,37
3,1,0,2,0,0,low,2,14
5,1,1,2,0,0,low,1,11
6,1,0,3,0,0,low,2,25
1,3,0,1,0,0,low,1,7
9,1,0,2,1,0,low,2,5
6,1,1,1,1,0,low,1,36
4,1,1,3,0,1,low,2,17
5,2,0,4,0,0,low,1,11
3,1,0,2,1,0,low,2,14
5,1,1,3,1,1,low,2,27
3,1,0,3,0,0,low,2,43
9,1,1,2,1,0,low,2,5
3,1,1,2,0,0,low,1,23
3,3,1,8,0,0,low,1,15
3,3,1,4,1,0,low,1,29
3,2,2,9,0,0,low,1,23
3,1,1,3,0,0,low,1,29
5,1,1,2,1,0,low,1,21
7,1,1,3,1,0,low,1,37
2,1,0,0,0,0,low,1,32
2,1,0,2,0,0,low,1,32
8,1,1,4,0,0,medium,1,3
5,1,0,3,1,0,low,1,27
3,2,1,3,0,0,low,1,29
9,1,1,2,0,0,medium,2,5
6,3,0,1,0,0,low,1,1
7,3,2,3,0,0,low,1,37
5,1,1,2,0,0,low,2,27
7,1,0,1,1,0,low,2,37
7,1,1,3,0,0,low,1,30
5,1,1,2,0,0,low,2,27
5,1,0,1,0,0,low,2,10
3,1,1,3,0,0,low,2,15
3,1,1,4,1,0,low,2,29
9,1,1,2,0,0,low,2,5
9,3,0,2,0,0,low,1,5
1,1,1,2,0,0,low,1,22
4,1,3,4,0,0,low,2,24
5,1,0,1,0,0,low,2,10
5,3,1,4,0,0,low,2,27
9,1,1,4,0,0,medium,1,5
5,1,1,3,0,0,low,1,27
5,1,0,3,0,0,medium,2,10
3,1,0,3,0,0,low,1,29
9,1,1,4,0,0,medium,1,5
9,1,0,3,0,0,medium,1,5
5,1,0,3,1,0,medium,1,21
3,1,0,1,1,0,low,1,23
5,3,1,1,0,0,low,2,21
7,1,0,2,0,0,low,2,37
9,1,0,2,0,0,medium,1,5
9,1,1,2,0,1,medium,2,5
9,1,1,5,0,0,low,2,41
9,1,1,4,0,0,high,1,5
1,1,0,3,1,0,low,2,22
9,2,1,2,0,0,low,2,5
1,1,3,2,0,1,low,1,20
9,1,1,4,1,0,high,1,5
6,1,0,2,1,0,low,2,36
9,1,1,4,0,0,high,1,5
7,2,1,3,0,0,low,2,30
7,3,1,3,0,0,low,1,37
9,1,0,2,1,1,medium,1,5
9,1,1,2,0,0,medium,1,5
5,3,0,2,1,0,low,2,40
5,1,1,3,0,0,medium,2,27
9,1,1,4,0,0,medium,1,12
5,3,2,3,0,0,low,2,11
7,1,1,2,0,0,low,2,37
1,1,1,3,0,0,low,2,33
9,1,1,2,0,0,high,2,5
9,1,0,1,0,0,low,1,31
9,1,1,2,0,0,medium,2,5
6,1,0,2,0,0,low,1,36
3,1,0,2,0,0,low,1,23
9,1,2,4,0,0,low,1,41
9,1,1,2,0,0,low,1,41
9,3,0,1,0,0,low,1,5
5,1,1,4,0,0,medium,2,10
9,1,1,3,1,0,medium,1,41
3,1,1,3,1,0,low,1,15
2,1,3,4,0,0,low,2,32
5,1,0,3,1,0,medium,2,10
6,2,0,2,0,0,low,1,36
5,3,0,2,0,0,low,2,34
9,1,0,2,0,0,medium,2,5
3,1,0,2,0,0,low,2,29
9,3,0,1,0,0,low,2,5
3,1,0,3,1,0,medium,2,14
5,3,0,1,0,0,low,1,10
9,1,1,4,0,0,low,1,5
5,3,0,1,0,0,low,2,27
6,1,2,3,0,0,low,1,18
3,3,1,3,0,0,low,2,23
9,2,1,2,0,0,medium,1,5
9,1,0,1,1,0,high,2,5
7,3,0,2,0,0,low,1,37
5,1,0,2,1,0,low,1,10
3,2,1,3,0,0,low,2,14
6,1,1,2,0,0,low,1,36
6,1,1,3,0,0,medium,2,36
4,1,0,3,0,0,medium,1,24
9,1,2,3,0,0,medium,2,5
5,1,0,2,0,0,medium,2,40
5,1,0,2,0,0,low,2,10
2,3,0,2,0,0,low,1,32
3,1,0,2,0,0,low,1,29
7,2,0,2,0,0,low,1,37
7,1,1,4,1,0,low,1,30
3,1,0,2,0,0,low,2,29
8,1,0,1,0,0,low,1,6
5,1,0,2,0,0,low,2,11
5,1,0,2,0,0,medium,2,10
5,1,1,2,0,0,low,1,40
7,3,0,1,1,0,low,1,37
3,1,2,3,0,0,low,2,15
8,2,0,1,0,0,low,2,3
5,1,1,4,0,0,low,1,27
3,1,0,2,0,0,low,2,23
7,1,0,2,0,0,low,2,30
7,1,0,2,0,0,low,1,37
5,1,0,3,0,0,medium,2,10
9,1,0,1,0,0,low,1,5
3,1,0,2,0,0,low,2,23
9,1,1,2,0,0,low,1,5
3,1,0,1,0,0,low,1,14
3,3,0,3,0,0,low,2,14
9,3,0,1,0,0,low,1,41
3,1,1,3,0,0,low,2,14
5,1,2,4,1,0,low,2,11
5,1,3,3,0,1,low,2,10
1,1,0,2,0,0,medium,2,22
9,3,0,1,2,0,low,1,5
3,1,1,3,0,0,low,2,23
7,1,1,3,0,0,low,1,37
5,3,0,2,0,0,low,1,40
9,1,0,2,0,0,medium,1,5
5,1,1,3,0,0,low,1,27
8,3,0,3,0,0,low,2,6
9,1,0,1,0,0,medium,2,5
5,1,0,2,0,0,low,1,42
5,1,1,3,0,0,medium,2,21
9,3,0,2,0,0,low,1,41
5,1,1,3,0,0,low,1,27
5,1,0,3,0,0,low,2,40
7,1,0,2,1,0,low,2,30
8,1,0,2,0,0,low,1,3
5,1,0,2,0,0,low,2,10
7,1,1,4,1,0,medium,2,37
3,1,1,2,1,0,low,1,23
9,1,0,1,0,1,medium,1,5
7,3,0,2,0,0,low,1,37
9,3,0,2,0,0,low,1,5
9,1,1,3,0,0,medium,2,5
3,1,1,3,0,0,medium,2,23
9,1,1,4,1,0,low,1,2
3,1,0,2,0,0,low,1,29
5,1,1,3,0,0,medium,1,40
8,1,1,3,0,0,medium,1,6
6,3,0,2,0,0,low,2,1
4,1,0,2,0,0,low,1,28
4,3,0,2,0,0,low,1,24
2,1,1,3,0,0,low,2,32
3,3,1,4,0,0,low,1,23
5,3,0,2,0,0,low,2,34
5,1,0,2,0,0,low,1,11
5,3,1,3,0,0,low,1,27
5,3,1,4,2,0,low,2,10
1,3,0,2,0,0,low,1,22
4,3,0,1,0,0,low,1,24
5,1,1,3,0,0,medium,2,10
8,2,0,1,0,0,low,1,3
5,1,0,1,0,0,low,2,10
2,3,1,3,0,0,low,1,32
3,3,1,2,0,0,low,1,23
4,1,1,3,0,0,low,2,17
6,2,0,1,1,0,low,1,25
7,1,0,3,0,0,low,2,37
3,1,1,3,0,0,low,2,15
7,2,0,2,0,0,low,1,37
3,1,1,3,0,0,low,2,15
9,1,0,2,0,0,medium,1,5
1,1,0,2,1,1,high,2,22
9,1,0,0,0,0,low,2,5
7,3,0,2,0,0,low,2,37
5,1,1,3,0,0,low,2,8
1,2,1,2,0,1,medium,2,22
5,3,1,5,1,0,low,2,40
3,3,0,2,0,0,low,2,43
5,1,0,2,0,0,medium,2,40
9,1,0,1,0,0,low,1,5
5,1,0,1,0,0,medium,1,40
3,1,0,2,0,0,low,2,14
7,1,0,2,0,0,medium,1,37
9,1,0,1,0,0,low,2,5
7,1,0,2,0,0,low,1,37
7,1,0,2,0,0,low,2,37
9,1,0,3,0,0,medium,1,12
2,1,1,2,0,0,medium,1,26
8,2,1,2,0,0,low,2,6
3,1,2,3,0,0,medium,2,23
4,1,1,3,2,0,low,2,16
5,1,1,3,0,0,low,1,34
7,1,1,3,0,0,medium,2,37
7,1,0,2,0,0,low,2,37
7,1,0,1,1,0,low,1,37
5,1,1,3,0,0,medium,2,34
5,1,0,2,2,2,low,1,40
9,1,3,3,0,0,low,2,5
9,3,0,2,0,0,low,2,5
5,1,1,2,0,0,low,2,10
7,1,1,3,0,0,low,2,37
7,3,2,3,1,0,low,1,37
1,2,1,3,0,0,low,1,22
4,1,1,2,0,0,low,1,17
3,3,2,2,0,0,low,2,29
8,1,1,3,0,0,low,4,3
9,1,1,5,0,0,medium,2,5
6,1,1,4,0,0,medium,1,1
8,1,0,2,0,0,low,1,3
9,1,0,0,0,0,medium,2,5
8,2,1,2,1,0,low,1,3
5,1,0,2,0,0,low,1,8
6,1,0,2,0,0,low,2,1
8,1,0,2,0,0,low,1,3
3,3,1,3,1,0,low,1,14
1,1,0,2,0,0,medium,2,22
8,1,1,4,0,0,low,2,3
5,1,1,3,1,0,low,2,11
7,1,1,3,2,0,low,2,37
6,3,1,2,0,0,low,2,18
1,1,1,2,0,0,medium,2,7
4,1,0,2,1,0,low,1,24
6,1,0,1,0,0,low,2,18
8,1,0,2,0,0,low,1,3
9,2,1,4,0,0,low,1,5
3,1,0,3,1,0,low,1,23
3,1,1,3,0,0,low,1,29
5,1,1,2,0,0,low,1,11
6,1,1,4,0,0,low,2,36
3,1,0,1,1,0,low,1,23
5,1,0,0,0,0,low,1,10
8,1,1,3,1,0,low,1,3
9,1,1,2,0,0,medium,2,5
8,1,1,2,0,0,low,2,3
5,1,0,2,0,0,low,2,10
9,1,1,3,0,0,medium,2,5
3,1,0,1,0,0,low,2,14
1,3,0,2,1,0,low,1,22
7,1,0,2,0,0,medium,1,19
4,1,1,2,2,0,low,1,35
3,1,1,2,0,0,low,1,14
5,1,1,3,0,0,medium,2,34
5,1,1,3,2,1,low,2,27
6,1,0,2,1,0,low,2,18
7,1,1,2,0,0,low,1,37
9,1,0,2,0,0,low,1,41
7,1,0,2,1,0,low,2,37
7,1,0,2,0,0,low,2,4
6,2,0,2,1,0,low,2,36
3,1,1,3,0,0,medium,1,14
5,3,0,1,0,0,low,2,10
7,1,2,5,0,0,medium,1,19
3,1,0,2,0,0,low,2,23
4,1,3,4,0,0,low,2,35
5,1,1,3,0,0,medium,1,40
4,1,1,4,0,0,low,2,17
3,1,0,2,0,0,low,1,23
3,3,0,2,0,0,low,1,15
5,1,2,4,1,0,medium,1,11
9,3,0,1,0,0,low,1,5
8,1,0,3,0,0,low,1,3
7,1,1,3,0,0,medium,1,30
9,1,1,4,1,0,low,1,5
5,1,1,2,0,1,low,2,27
5,2,2,2,1,0,low,1,27
9,3,0,0,0,0,low,2,5
7,3,0,2,1,0,low,2,37
7,1,1,3,0,0,low,2,4
5,1,1,4,1,0,low,1,40
6,1,0,2,0,0,low,2,36
9,1,1,4,0,0,medium,2,5
6,1,1,3,0,0,low,2,25
6,2,0,2,0,2,low,1,1
3,1,1,2,0,0,low,1,29
4,1,1,3,0,0,low,2,24
9,1,0,2,0,0,low,1,5
3,1,0,1,0,0,low,2,14
3,1,2,3,2,0,low,1,15
9,3,1,2,0,0,low,1,5
6,1,0,2,0,0,low,1,1
8,1,1,5,0,0,medium,2,6
9,1,1,4,0,0,high,1,5
1,1,0,2,1,0,medium,2,22
8,1,1,3,0,0,medium,2,6
5,3,1,3,1,0,low,1,34
7,1,1,3,0,0,low,1,30
5,1,0,3,0,0,low,2,40
3,1,1,5,1,0,high,2,14
9,1,1,4,0,0,medium,2,5
3,1,0,2,1,0,low,1,14
7,1,0,4,1,0,low,1,30
7,1,3,4,0,0,low,1,37
4,1,1,4,1,0,low,1,35
1,1,0,2,0,0,medium,1,7
4,2,1,4,0,0,low,1,16
5,3,0,2,0,0,low,2,27
9,1,0,1,0,0,low,1,5
7,1,0,2,0,0,low,1,37
5,1,0,2,0,0,low,1,11
3,2,1,3,1,0,medium,1,15
9,3,0,2,0,0,medium,2,5
9,3,0,2,0,0,medium,2,5
7,1,0,2,1,0,low,1,37
6,1,1,3,0,0,low,2,36
5,1,0,2,0,0,medium,2,10
9,1,1,3,0,0,medium,1,5
5,3,0,2,0,0,low,2,11
9,1,1,2,0,0,medium,1,5
7,1,1,4,0,0,medium,1,37
5,1,1,3,0,0,low,2,27
3,1,0,2,1,0,medium,2,14
7,3,1,3,0,0,low,2,4
7,1,1,3,0,1,low,1,19
5,3,1,3,0,0,low,2,10
6,1,0,2,0,1,low,2,36
9,1,1,3,0,0,medium,2,5
6,3,0,1,0,0,low,1,36
9,1,1,4,0,0,medium,2,5
5,1,0,1,1,0,medium,1,9
6,1,1,4,0,0,low,1,1
9,1,0,3,0,0,medium,1,5
8,1,0,2,0,0,low,1,3
7,1,2,3,1,0,low,1,37
7,1,0,2,0,0,low,1,37
5,3,1,3,0,0,low,2,10
7,1,0,2,0,0,low,1,37
7,1,0,2,0,0,low,1,37
5,1,0,2,0,0,low,2,10
5,3,1,5,0,0,low,2,11
5,3,0,2,0,0,low,1,21
3,1,0,2,1,0,low,1,29
7,1,1,2,0,0,low,1,19
9,3,1,3,0,0,low,2,5
6,3,0,1,0,0,medium,2,25
9,1,0,1,0,0,low,1,5
9,1,0,3,1,0,low,2,5
9,1,0,2,0,0,medium,2,5
5,1,0,2,0,1,medium,2,11
5,1,1,4,1,0,high,2,40
9,1,0,1,0,0,medium,1,5
2,3,0,2,0,1,low,2,32
7,1,0,1,0,0,low,1,37
7,2,1,3,0,0,low,2,37
9,1,0,2,0,0,medium,1,5
7,3,1,2,1,0,low,1,19
9,1,2,3,1,0,medium,2,12
3,1,2,3,0,0,low,1,15
5,1,2,4,0,0,medium,2,40
5,1,0,3,0,0,medium,2,40
7,1,0,2,0,0,medium,2,37
3,1,1,3,0,0,low,1,14
3,3,1,3,1,0,low,1,29
7,1,2,3,0,0,low,1,37
3,1,1,4,0,0,low,1,23
6,3,0,1,0,0,medium,2,1
9,1,0,2,0,0,low,1,31
7,3,0,2,0,0,low,1,4
9,1,0,2,0,0,medium,2,5
7,1,1,2,0,0,low,1,37
7,2,0,3,0,0,low,2,37
5,1,3,4,0,0,low,1,11
5,1,1,3,1,0,low,2,27
9,1,1,3,0,0,medium,1,5
3,1,1,3,0,0,low,1,23
9,1,1,4,0,0,medium,1,5
9,1,0,2,0,0,medium,1,5
6,3,1,2,1,0,low,1,1
7,1,1,3,0,0,low,2,30
5,1,0,2,0,0,low,2,10
4,1,3,5,0,0,low,2,16
8,3,0,3,0,0,low,1,3
9,1,1,2,1,0,low,1,5
6,2,1,3,0,0,low,2,25
1,1,0,2,0,0,low,1,22
5,3,1,3,0,2,low,1,27
9,1,0,2,1,0,low,2,5
9,1,1,3,0,0,medium,1,5
